nodes,ntasks,backend,solver_creation,solver_time,system,size,memory_type,send_type,cycles
1,1,MPIAdvance-CXI-Double-Buffering,0.428114,3.04579,tuolumne,16384,coarse,Ready Send,1000
1,1,MPIAdvance-CXI-Single-Buffering,0.414489,3.05466,tuolumne,16384,coarse,Standard,1000
1,1,Cray-MPICH-CXI-GPU-Enabled,0.20271,3.09326,tuolumne,16384,coarse,Standard,1000
1,2,MPIAdvance-CXI-Double-Buffering,0.371983,1.57991,tuolumne,16384,coarse,Ready Send,1000
1,2,MPIAdvance-CXI-Single-Buffering,0.375679,1.58996,tuolumne,16384,coarse,Standard,1000
1,2,Cray-MPICH-CXI-GPU-Enabled,0.148372,1.60945,tuolumne,16384,coarse,Standard,1000
1,4,MPIAdvance-CXI-Double-Buffering,0.403092,0.835004,tuolumne,16384,coarse,Ready Send,1000
1,4,MPIAdvance-CXI-Single-Buffering,0.344641,0.8579,tuolumne,16384,coarse,Standard,1000
1,4,Cray-MPICH-CXI-GPU-Enabled,0.110758,0.925228,tuolumne,16384,coarse,Standard,1000
1,1,MPIAdvance-CXI-Double-Buffering,10.6088,94.0331,tuolumne,90112,coarse,Ready Send,1000
1,1,MPIAdvance-CXI-Single-Buffering,9.1262,94.5562,tuolumne,90112,coarse,Standard,1000
1,1,Cray-MPICH-CXI-GPU-Enabled,8.97459,93.9008,tuolumne,90112,coarse,Standard,1000
1,2,MPIAdvance-CXI-Double-Buffering,3.68813,48.0553,tuolumne,90112,coarse,Ready Send,1000
1,2,MPIAdvance-CXI-Single-Buffering,2.58667,48.5926,tuolumne,90112,coarse,Standard,1000
1,2,Cray-MPICH-CXI-GPU-Enabled,2.3113,48.4144,tuolumne,90112,coarse,Standard,1000
1,4,MPIAdvance-CXI-Double-Buffering,2.73256,23.5787,tuolumne,90112,coarse,Ready Send,1000
1,4,MPIAdvance-CXI-Single-Buffering,1.48974,23.6187,tuolumne,90112,coarse,Standard,1000
1,4,Cray-MPICH-CXI-GPU-Enabled,1.19311,23.8067,tuolumne,90112,coarse,Standard,1000
1,1,MPIAdvance-CXI-Double-Buffering,0.55799,3.04802,tuolumne,16384,finegrain,Ready Send,1000
1,1,MPIAdvance-CXI-Single-Buffering,0.553928,3.05085,tuolumne,16384,finegrain,Standard,1000
1,1,Cray-MPICH-CXI-GPU-Enabled,0.336467,3.08313,tuolumne,16384,finegrain,Standard,1000
1,2,MPIAdvance-CXI-Double-Buffering,0.3939,1.57407,tuolumne,16384,finegrain,Ready Send,1000
1,2,MPIAdvance-CXI-Single-Buffering,0.391885,1.58667,tuolumne,16384,finegrain,Standard,1000
1,2,Cray-MPICH-CXI-GPU-Enabled,0.116858,1.60641,tuolumne,16384,finegrain,Standard,1000
1,4,MPIAdvance-CXI-Double-Buffering,0.440147,0.828227,tuolumne,16384,finegrain,Ready Send,1000
1,4,MPIAdvance-CXI-Single-Buffering,0.342568,0.850161,tuolumne,16384,finegrain,Standard,1000
1,4,Cray-MPICH-CXI-GPU-Enabled,0.193604,0.913849,tuolumne,16384,finegrain,Standard,1000
1,1,MPIAdvance-CXI-Double-Buffering,9.12235,94.0186,tuolumne,90112,finegrain,Ready Send,1000
1,1,MPIAdvance-CXI-Single-Buffering,9.13475,94.6512,tuolumne,90112,finegrain,Standard,1000
1,1,Cray-MPICH-CXI-GPU-Enabled,8.95767,94.0676,tuolumne,90112,finegrain,Standard,1000
1,2,MPIAdvance-CXI-Double-Buffering,2.59378,47.6688,tuolumne,90112,finegrain,Ready Send,1000
1,2,MPIAdvance-CXI-Single-Buffering,2.57733,48.3296,tuolumne,90112,finegrain,Standard,1000
1,2,Cray-MPICH-CXI-GPU-Enabled,2.34265,48.3713,tuolumne,90112,finegrain,Standard,1000
1,4,MPIAdvance-CXI-Double-Buffering,1.54342,23.5289,tuolumne,90112,finegrain,Ready Send,1000
1,4,MPIAdvance-CXI-Single-Buffering,1.4613,23.5429,tuolumne,90112,finegrain,Standard,1000
1,4,Cray-MPICH-CXI-GPU-Enabled,1.21026,23.7495,tuolumne,90112,finegrain,Standard,1000
