system,nodes,ppn,matrix,backend,solver_time
Frontier,1,4,Cube_Coup_dt0,mpi,0.207806
Frontier,1,4,Cube_Coup_dt0,st,0.201089
Frontier,1,4,Flan_1565,mpi,0.610563
Frontier,1,4,Flan_1565,st,0.587003
Frontier,1,4,Queen_4147,mpi,33.771136
Frontier,1,4,Queen_4147,st,33.078657
Frontier,1,4,Serena,mpi,1.304762
Frontier,1,4,Serena,st,1.204858
Frontier,1,4,nd24k,mpi,0.150319
Frontier,1,4,nd24k,st,0.139882
Frontier,1,4,ldoor,mpi,2.594306
Frontier,1,4,ldoor,st,2.445281
Frontier,1,8,audikw_1,mpi,1.303043
Frontier,1,8,audikw_1,st,1.284328
Frontier,1,8,Bump_2911,mpi,9.488125
Frontier,1,8,Bump_2911,st,9.534563
Frontier,1,8,Cube_Coup_dt0,mpi,0.138034
Frontier,1,8,Cube_Coup_dt0,st,0.136981
Frontier,1,8,Flan_1565,mpi,0.376206
Frontier,1,8,Flan_1565,st,0.370973
Frontier,1,8,Queen_4147,mpi,18.670053
Frontier,1,8,Queen_4147,st,18.057164
Frontier,1,8,Serena,mpi,0.961831
Frontier,1,8,Serena,st,0.946721
Frontier,1,8,nd24k,mpi,0.140002
Frontier,1,8,nd24k,st,0.138338
Frontier,1,8,ldoor,mpi,1.944928
Frontier,1,8,ldoor,st,1.949512
Frontier,2,1,audikw_1,mpi,2.997954
Frontier,2,1,audikw_1,st,2.904369
Frontier,2,1,Bump_2911,mpi,26.183436
Frontier,2,1,Bump_2911,st,25.679144
Frontier,2,1,Cube_Coup_dt0,mpi,0.364094
Frontier,2,1,Cube_Coup_dt0,st,0.357490
Frontier,2,1,Flan_1565,mpi,1.063899
Frontier,2,1,Flan_1565,st,1.037824
Frontier,2,1,Queen_4147,mpi,62.832598
Frontier,2,1,Queen_4147,st,62.618586
Frontier,2,1,Serena,mpi,2.041011
Frontier,2,1,Serena,st,1.996795
